system;indexSystem;indexItem;timestamp;time;item
P;P;84;1000;4.88656808187;70
P;P;85;1000;0.844599023234;51
P;P;86;1000;1.39395401107;82
P;P;87;1000;0.94794418556;47
P;P;88;1000;1.0342703383;70
P;P;89;1000;1.12755300305;41
P;P;90;1000;1.13628736291;37
P;P;91;1000;4.00240576263;10
P;P;92;1000;4.5385796717;47
P;P;93;1000;1.26033225369;82
P;P;94;1000;1.96248605735;51
P;P;95;1000;1.1237864474;41
P;P;96;1000;1.08141806109;10
P;P;97;1000;1.10548501751;82
P;P;98;1000;9.59315554233;47
P;P;99;1000;12.824188994;51
P;P;100;1000;0.785337116994;70
P;P;101;1000;0.75360362903;37
P;P;102;1000;0.832728821522;82
P;P;103;1000;1.04982172538;41
P;P;104;1000;0.804172227787;10
P;P;105;1000;1.10644368384;51
P;P;106;1000;6.19443712292;47
P;P;107;1000;0.824412449507;10
P;P;108;1000;0.968695229481;41
P;P;109;1000;1.39586341314;37
P;P;110;1000;0.897634963191;47
P;P;111;1000;0.889907319592;10
P;P;112;1000;0.805785399629;41
P;P;113;1000;0.825038498267;37
P;P;114;1000;1.02963515166;47
P;P;115;1000;1.2872453528;10
P;P;116;1000;0.968328557107;41
P;P;117;1000;1.04703856078;37
P;P;118;1000;2.28372791044;47
P;P;119;1000;0.96876473862;10
P;P;120;1000;7.26895791805;82
P;P;121;1000;0.647332085279;37
P;P;122;1000;0.694000708153;47
P;P;123;1000;0.675866286808;41
P;P;124;1000;1.06028728267;51
P;P;125;1000;0.997219167915;10
P;P;126;1000;0.97116676922;10
P;P;127;1000;4.34003404548;82
P;P;128;1000;1.11480997181;50
P;P;129;1000;1.0293249263;04
P;P;130;1000;0.906065162252;51
P;P;131;1000;0.69407861437;10
P;P;132;1000;1.67717996289;78
P;P;133;1000;0.974580647629;50
P;P;134;1000;0.969716407376;10
P;P;135;1000;4.42492709704;51
P;P;136;1000;3.3956852085;82
P;P;137;1000;0.868373014966;50
P;P;138;1000;0.75738604583;04
P;P;139;1000;0.825866543385;78
P;P;140;1000;0.85579699226;66
P;P;141;1000;1.41929079218;50
P;P;142;1000;3.05665741278;51
P;P;143;1000;0.811867216084;78
P;P;144;1000;5.70277518738;66
P;P;145;1000;2.13355038223;10
P;P;146;1000;0.953218016582;50
P;P;147;1000;0.913581945911;51
P;P;148;1000;1.14750352561;82
P;P;149;1000;0.778118896083;66
P;P;150;1000;0.718911570846;78
P;P;151;1000;3.05042724796;70
P;P;152;1000;0.848198103847;82
P;P;153;1000;0.726378438545;51
P;P;154;1000;0.798351653734;50
P;P;155;1000;0.84644638023;10
P;P;156;1000;0.805128561585;82
P;P;157;1000;0.867772157438;87
P;P;158;1000;1.19276050649;85
P;P;159;1000;1.0104450311;70
P;P;160;1000;0.853865664491;45
P;P;161;1000;0.911325931154;10
P;P;162;1000;3.24252858388;82
P;P;163;1000;0.735284938489;85
P;P;164;1000;1.00985630268;87
P;P;165;1000;0.771456281783;10
P;P;166;1000;0.766294878296;70
P;P;167;1000;0.793530331876;45
P;P;168;1000;0.837392931434;82
P;P;169;1000;1.76261322642;87
P;P;170;1000;1.77679962194;04
P;P;171;1000;1.02616249371;56
P;P;172;1000;0.969704278264;97
P;P;173;1000;2.73568613218;87
P;P;174;1000;0.747350605499;40
P;P;175;1000;0.807427028232;04
P;P;176;1000;1.58506869042;97
P;P;177;1000;0.859761345734;56
P;P;178;1000;2.54192450748;87
P;P;179;1000;0.829523937035;10
P;P;180;1000;0.731372833496;04
P;P;181;1000;0.769269309662;56
P;P;182;1000;0.79308295426;97
P;P;183;1000;5.56016295928;82
P;P;184;1000;2.6383560762;87
P;P;185;1000;0.635570579067;10
P;P;186;1000;0.916629151946;12
P;P;187;1000;1.72796501964;87
P;P;188;1000;0.833486890996;87
P;P;189;1000;1.31382396834;82
P;P;190;1000;0.683688164273;70
P;P;191;1000;18.6498418784;83
P;P;192;1000;1.25175323976;98
P;P;193;1000;1.15350043828;82
P;P;194;1000;0.92916039024;87
P;P;195;1000;1.02947514069;87
P;P;196;1000;0.88797459231;12
P;P;197;1000;3.18025352642;82
P;P;198;1000;1.12936443922;83
P;P;199;1000;0.755539621842;98
P;P;200;1000;2.47640024762;87
P;P;201;1000;0.657389451312;12
P;P;202;1000;0.775898335653;79
P;P;203;1000;1.06953479726;87
P;P;204;1000;1.05174652209;83
P;P;205;1000;0.867636871193;87
P;P;206;1000;2.49543082371;82
P;P;207;1000;3.84807214769;59
P;P;208;1000;2.40169658281;22
P;P;209;1000;1.40631964034;83
P;P;210;1000;1.7295576653;19
P;P;211;1000;0.993031358885;87
P;P;212;1000;0.93065273747;59
P;P;213;1000;0.968472706933;22
P;P;214;1000;1.06927775339;87
P;P;215;1000;0.991582863058;87
P;P;216;1000;6.18496615278;19
P;P;217;1000;0.82703980168;22
P;P;218;1000;4.76252085857;82
P;P;219;1000;1.67926197155;87
P;P;220;1000;1.00489363002;83
P;P;221;1000;3.75669421997;87
P;P;222;1000;0.817118188396;82
P;P;223;1000;0.842797850162;19
P;P;224;1000;4.62470196207;87
P;P;225;1000;0.792880491397;59
P;P;226;1000;1.1883697681;83
P;P;227;1000;1.21458964183;22
P;P;228;1000;1.40131731482;87
P;P;229;1000;0.708228156053;19
P;P;230;1000;1.91785745775;82
P;P;231;1000;5.54878212057;83
P;P;232;1000;0.717016630412;87
P;P;233;1000;0.862328518853;93
P;P;234;1000;0.81848924451;22
P;P;235;1000;1.05928569796;87
P;P;236;1000;1.13455383296;82
P;P;237;1000;1.13519480986;16
P;P;238;1000;2.14131954471;93
P;P;239;1000;1.55386934987;83
P;P;240;1000;0.954742086104;22
P;P;241;1000;0.927838317077;15
P;P;242;1000;1.51971843667;87
P;P;243;1000;4.17065100207;93
P;P;244;1000;2.29382726186;16
P;P;245;1000;8.41227923268;82
P;P;246;1000;11.6406783346;22
P;P;247;1000;1.09048177298;87
P;P;248;1000;0.739707865682;16
P;P;249;1000;0.95104503959;83
P;P;250;1000;0.934598897277;15
P;P;251;1000;1.41334099644;82
P;P;252;1000;0.890222209989;93
P;P;253;1000;2.53958965349;22
P;P;254;1000;0.724292697855;87
P;P;255;1000;1.14769245984;77
P;P;0;1000;3.83128732326;92
P;P;1;1000;5.22135955212;69
P;P;2;1000;1.18462653766;87
P;P;3;1000;0.813261597413;33
P;P;4;1000;10.276447178;63
P;P;5;1000;1.9892284159;67
P;P;6;1000;1.1025049881;87
P;P;7;1000;1.1662840554;92
P;P;8;1000;3.33020759908;25
P;P;9;1000;1.44559603621;63
P;P;10;1000;5.40715468303;67
P;P;11;1000;1.05214258424;69
P;P;12;1000;1.09008104579;51
P;P;13;1000;1.16574477643;63
P;P;14;1000;4.25671731193;67
P;P;15;1000;1.72881825599;87
P;P;16;1000;3.32110516733;92
P;P;17;1000;0.847902340126;25
P;P;18;1000;1.2552147016;67
P;P;19;1000;1.21880730714;51
P;P;20;1000;3.45403789788;92
P;P;21;1000;0.808724843173;69
P;P;22;1000;0.927062986943;87
P;P;23;1000;0.970864474438;51
P;P;24;1000;1.06917512245;67
P;P;25;1000;1.04671620631;92
P;P;26;1000;1.8918321163;63
P;P;27;1000;1.26740399225;51
P;P;28;1000;1.16793081555;67
P;P;29;1000;1.22777678516;60
P;P;30;1000;1.19094487179;92
P;P;31;1000;1.35144194144;51
P;P;0;1000;1.70849079797;24
P;P;1;1000;5.78219054554;20
P;P;2;1000;1.97719260516;36
P;P;3;1000;1.59140988327;55
P;P;4;1000;1.1479914891;14
P;P;5;1000;0.811024242828;88
P;P;6;1000;0.773050326949;24
P;P;7;1000;0.913086518352;20
P;P;8;1000;0.988357918887;55
P;P;9;1000;1.0678983002;14
P;P;10;1000;1.59820731731;03
P;P;11;1000;1.04988656948;36
P;P;12;1000;2.85405273271;90
P;P;13;1000;3.15405231286;23
P;P;14;1000;0.775844687659;14
P;P;15;1000;3.04834757182;03
P;P;16;1000;0.744993825816;36
P;P;17;1000;5.93512604713;23
P;P;18;1000;2.20876346973;06
P;P;19;1000;0.664747157006;14
P;P;20;1000;0.945179214621;90
P;P;21;1000;5.92625266899;23
P;P;22;1000;0.767549774841;06
P;P;23;1000;8.02732548891;96
P;P;24;1000;1.71089002954;03
P;P;25;1000;1.13784222172;79
P;P;26;1000;0.899508444427;23
P;P;0;1000;0.974038103137;85
P;P;1;1000;1.82651311833;01
P;P;2;1000;0.825813361896;79
P;P;3;1000;1.85589075962;27
P;P;4;1000;0.773857845879;88
P;P;5;1000;3.30902923722;49
P;P;6;1000;1.29332483674;75
P;P;7;1000;0.833501819133;01
P;P;8;1000;1.19674678567;27
P;P;9;1000;1.14813004087;82
P;P;10;1000;1.5128090416;96
P;P;11;1000;0.989742503626;49
P;P;12;1000;1.51128310606;27
P;P;13;1000;1.93930919111;54
P;P;14;1000;4.77886250392;96
P;P;15;1000;0.89787288038;75
P;P;16;1000;0.826518716385;27
P;P;17;1000;1.31199807054;03
P;P;18;1000;1.02995330759;54
P;P;19;1000;3.41900809058;82
P;P;20;1000;1.79656447579;11
P;P;21;1000;11.3771351318;96
P;P;22;1000;0.969136542541;19
P;P;23;1000;1.24033134867;82
P;P;24;1000;1.08353832309;11
P;P;25;1000;4.99406326638;96
P;P;26;1000;0.887636376699;20
P;P;27;1000;0.769803923581;54
P;P;0;1000;3.86743347532;62
P;P;1;1000;0.844184300918;19
P;P;2;1000;0.827588410727;67
P;P;3;1000;0.789657413243;54
P;P;4;1000;7.66610235197;73
P;P;5;1000;1.38865918736;37
P;P;6;1000;1.20712044161;62
P;P;7;1000;13.589038642;34
P;P;8;1000;0.828846572803;73
P;P;9;1000;3.89143698717;65
P;P;10;1000;1.11328356977;62
P;P;11;1000;0.752968716688;37
P;P;12;1000;2.73227458629;34
P;P;13;1000;0.856373591565;55
P;P;14;1000;3.361121439;44
P;P;15;1000;4.1238844133;34
P;P;16;1000;1.32997761246;65
P;P;17;1000;0.920337861069;62
P;P;18;1000;0.825802632297;44
P;P;19;1000;1.59877458653;27
P;P;20;1000;1.63213337544;94
P;P;21;1000;14.7152667728;34
P;P;22;1000;0.804314511596;65
P;P;23;1000;0.851688955464;27
P;P;0;1000;4.58919865292;71
P;P;1;1000;3.98132536668;22
P;P;2;1000;4.8386067756;99
P;P;3;1000;1.59073765058;76
P;P;4;1000;3.41332793432;11
P;P;5;1000;1.74443542018;71
P;P;6;1000;2.31204052243;05
P;P;7;1000;1.05756802915;99
P;P;8;1000;1.03125205553;76
P;P;9;1000;1.50745870387;22
P;P;10;1000;1.27602592458;71
P;P;11;1000;1.1703818291;76
P;P;12;1000;1.01904457122;05
P;P;13;1000;1.39635557517;11
P;P;14;1000;1.84133675872;22
P;P;15;1000;1.51049611332;99
P;P;16;1000;0.865196120737;76
P;P;17;1000;0.697253176078;11
P;P;18;1000;0.88730282613;99
P;P;19;1000;1.89139126975;71
P;P;20;1000;2.17080821402;22
P;P;21;1000;0.889809820195;05
P;P;22;1000;0.809328966231;34
P;P;23;1000;1.39149366744;22
P;P;24;1000;0.807262818721;85
P;P;25;1000;1.66927318165;71
P;P;26;1000;0.928595453543;22
P;P;27;1000;1.10860593123;22
P;P;28;1000;5.1600352304;79
P;P;29;1000;1.40945221667;71
P;P;30;1000;1.51715826111;72
P;P;31;1000;0.821035424936;79
P;P;32;1000;5.32131742678;71
P;P;33;1000;0.78559975891;22
P;P;34;1000;1.12736920036;72
P;P;35;1000;1.84467879547;15
P;P;36;1000;1.3977938079;71
P;P;37;1000;1.23368879405;72
P;P;38;1000;1.78240093898;06
P;P;39;1000;1.87750950153;32
P;P;40;1000;1.14620151213;72
P;P;41;1000;0.915878080036;15
P;P;0;1000;1.11454919591;14
P;P;1;1000;2.2571922133;17
P;P;2;1000;3.0943971435;13
P;P;3;1000;1.02986140624;14
P;P;4;1000;1.31802017444;24
P;P;5;1000;1.34933800708;17
P;P;6;1000;1.00152826806;14
P;P;7;1000;4.00104403661;24
P;P;8;1000;1.28912676461;13
P;P;0;1000;4.65566851698;93
P;P;1;1000;1.80943253018;49
P;P;2;1000;2.29802953252;48
P;P;3;1000;1.08666810039;72
P;P;4;1000;5.74930852401;93
P;P;5;1000;0.924574653049;12
P;P;6;1000;1.80140445782;42
P;P;7;1000;25.500901053;93
P;P;8;1000;0.847983045368;48
P;P;9;1000;1.32883700947;49
P;P;10;1000;0.975624684235;72
P;P;11;1000;0.988492272123;42
P;P;12;1000;0.993095736477;93
P;P;13;1000;0.946294159879;49
P;P;14;1000;1.13485239571;86
P;P;15;1000;0.952828952003;05
P;P;16;1000;1.82402478444;18
P;P;17;1000;0.99307754281;86
P;P;18;1000;0.986713957762;05
P;P;19;1000;1.17069625299;03
P;P;20;1000;1.549752916;62
P;P;21;1000;5.92778187006;18
P;P;22;1000;1.8497692903;03
P;P;23;1000;0.77181782261;42
P;P;24;1000;0.95070262544;22
P;P;25;1000;3.63797027715;18
P;P;26;1000;0.972382945909;03
P;P;27;1000;1.88934518192;92
P;P;28;1000;0.949778013933;18
P;P;29;1000;2.42010250965;62
P;P;30;1000;11.9065186044;92
P;P;31;1000;0.806675023313;77
P;P;32;1000;1.58674903888;54
P;P;33;1000;2.20911194843;11
P;P;34;1000;0.953998011759;62
P;P;35;1000;1.43410883452;54
P;P;36;1000;1.29274170637;92
P;P;37;1000;1.19495121065;62
P;P;38;1000;0.92685725855;65
P;P;39;1000;1.56620978791;92
P;P;40;1000;0.891094106511;11
P;P;41;1000;7.56556787801;62
P;P;42;1000;0.700791144629;54
P;P;43;1000;1.9230580476;59
P;P;44;1000;2.57661143411;22
P;P;45;1000;1.4056413431;62
P;P;46;1000;0.942327940388;92
P;P;47;1000;1.89270447933;16
P;P;48;1000;6.78364323991;62
P;P;49;1000;1.10099911224;22
P;P;50;1000;2.33456055062;09
P;P;51;1000;0.873758807018;59
P;P;0;1000;5.28442253533;27
P;P;1;1000;1.44331203119;09
P;P;2;1000;2.32451624671;47
P;P;3;1000;1.04804947558;95
P;P;4;1000;2.12939429549;10
P;P;5;1000;0.934747245642;09
P;P;6;1000;0.905762400967;95
P;P;7;1000;6.6684530671;27
P;P;8;1000;1.70193221413;47
P;P;9;1000;1.2680617633;10
P;P;10;1000;1.62243568422;91
P;P;11;1000;1.70144891568;51
P;P;12;1000;12.0728049923;27
P;P;13;1000;1.0666051503;91
P;P;14;1000;1.165806355;46
P;P;15;1000;1.08501620869;47
P;P;16;1000;1.00295250566;91
P;P;17;1000;1.02922369487;51
P;P;18;1000;1.08709401881;10
P;P;19;1000;5.67370497242;27
P;P;20;1000;0.795445331995;51
P;P;21;1000;1.24968336021;47
P;P;22;1000;1.22555855725;46
P;P;23;1000;0.967511708091;10
P;P;24;1000;0.939141249569;91
P;P;25;1000;1.12690689461;27
P;P;26;1000;5.17215921045;76
P;P;27;1000;2.09228574508;47
P;P;28;1000;1.05884251888;46
P;P;29;1000;3.89495069749;01
P;P;30;1000;1.09779469426;77
P;P;31;1000;1.54330396067;46
P;P;32;1000;0.98811906869;27
P;P;33;1000;5.23807813294;47
P;P;34;1000;5.61299643637;01
P;P;35;1000;0.71771638685;77
P;P;36;1000;4.52952855543;46
P;P;37;1000;3.36572117132;47
P;P;38;1000;0.760381936394;76
P;P;39;1000;0.847671887006;01
P;P;40;1000;0.9261887579;54
P;P;41;1000;1.06690278004;47
P;P;42;1000;1.01895220337;46
P;P;43;1000;2.27696126568;41
P;P;44;1000;1.12680939521;93
P;P;45;1000;1.18803248549;47
P;P;46;1000;5.12833533075;41
P;P;47;1000;1.01876466864;70
P;P;48;1000;1.26397611871;88
P;P;49;1000;0.996218982713;47
P;P;50;1000;3.11602055045;46
P;P;51;1000;0.937711880418;41
P;P;52;1000;1.46693254301;88
P;P;53;1000;1.00715897487;93
P;P;54;1000;0.758887723146;46
P;P;55;1000;3.63548287626;70
P;P;56;1000;0.784544526202;85
P;P;57;1000;0.886143562964;88
P;P;58;1000;4.38644142595;93
P;P;59;1000;4.88962835003;57
P;P;60;1000;0.988928453636;70
P;P;61;1000;0.930007095531;95
P;P;62;1000;1.08820896407;93
P;P;63;1000;1.34710205201;57
P;P;64;1000;0.986437787221;54
P;P;65;1000;1.54363144668;93
P;P;66;1000;1.19981591741;73
P;P;67;1000;1.06128093682;57
P;P;68;1000;1.11967421206;04
P;P;69;1000;1.68692803658;73
P;P;70;1000;1.20088747777;93
P;P;71;1000;2.28293905168;04
P;P;72;1000;0.960018716152;69
P;P;73;1000;0.757976640264;19
P;P;0;1000;0.940945688171;00
P;P;1;1000;0.946376264635;49
P;P;2;1000;1.52570648576;98
P;P;3;1000;1.12916430888;14
P;P;4;1000;5.56500527383;52
P;P;5;1000;1.00607295287;16
P;P;6;1000;3.20380826114;23
P;P;7;1000;0.839047155653;14
P;P;8;1000;0.941429919626;16
P;P;9;1000;1.57060052631;23
P;P;10;1000;1.58614538233;52
P;P;11;1000;1.14798542454;20
P;P;12;1000;1.4426495951;23
P;P;13;1000;1.20318594441;98
P;P;14;1000;2.0699966365;78
P;P;15;1000;1.25993852406;52
P;P;16;1000;1.01997478078;23
P;P;17;1000;0.894337710854;76
P;P;18;1000;0.923601525096;78
P;P;19;1000;1.76781334977;52
P;P;20;1000;1.3084834272;20
P;P;21;1000;0.978795980413;23
P;P;22;1000;0.941884294807;98
P;P;23;1000;1.2182167127;20
P;P;24;1000;1.90366966271;80
P;P;25;1000;0.837338350431;35
P;P;26;1000;6.28107676655;52
P;P;27;1000;1.10668440005;80
P;P;28;1000;1.02709736831;93
P;P;29;1000;0.924176258384;20
P;P;30;1000;1.24675697879;80
P;P;31;1000;1.75898615555;71
P;P;32;1000;1.54489287429;93
P;P;33;1000;2.15046209583;52
P;P;34;1000;0.838858221415;35
P;P;35;1000;3.02747756931;93
P;P;36;1000;0.902111071873;80
P;P;37;1000;0.982541076869;52
P;P;38;1000;1.06698395179;93
P;P;39;1000;0.941138820948;85
P;P;40;1000;9.48569021409;71
P;P;41;1000;1.60419443339;68
P;P;42;1000;2.09020606894;84
P;P;43;1000;6.39631079076;93
P;P;44;1000;1.43961871671;68
P;P;45;1000;0.919958593079;04
P;P;46;1000;0.843240562735;71
P;P;47;1000;3.08384668243;84
P;P;48;1000;1.08575235246;72
P;P;49;1000;5.55520821719;68
P;P;50;1000;0.839707259227;93
P;P;51;1000;0.938195178865;84
P;P;52;1000;1.74998355572;68
P;P;53;1000;0.844056945246;72
P;P;54;1000;1.04188602087;97
P;P;55;1000;1.02468554112;69
P;P;56;1000;4.91578291316;24
P;P;57;1000;4.2138255078;97
P;P;58;1000;0.915831896111;68
P;P;0;1000;1.11666385987;17
P;P;1;1000;1.30965621899;23
P;P;2;1000;1.44499144664;22
P;P;3;1000;0.939482264207;17
P;P;4;1000;1.78082322146;35
P;P;5;1000;2.32895363554;53
P;P;6;1000;0.897533731759;22
P;P;7;1000;0.804646196147;35
P;P;8;1000;0.878522748848;53
P;P;9;1000;1.01964356273;23
P;P;10;1000;1.79249096031;30
P;P;11;1000;6.39416953606;01
P;P;12;1000;1.2208244717;62
P;P;13;1000;0.880552975528;19
P;P;14;1000;2.10760154749;30
P;P;15;1000;1.12673055598;48
P;P;16;1000;3.77612459023;23
P;P;17;1000;1.62318862215;62
P;P;18;1000;2.08090164084;30
P;P;19;1000;0.904822394818;01
P;P;20;1000;1.10518318924;50
P;P;21;1000;1.08828687028;62
P;P;22;1000;3.69283071539;30
P;P;23;1000;0.985849991813;48
P;P;24;1000;0.965991837108;50
P;P;25;1000;1.78321498897;30
P;P;26;1000;0.829079824949;62
P;P;27;1000;1.10619503705;23
P;P;28;1000;2.23349379526;30
P;P;29;1000;0.859376946198;30
P;P;30;1000;4.4696699902;49
P;P;31;1000;1.20287525255;30
P;P;32;1000;0.640024762048;30
P;P;33;1000;2.49246012438;12
P;P;34;1000;0.966480267101;30
P;P;35;1000;0.923894489792;49
P;P;36;1000;2.08909485572;23
P;P;37;1000;0.868958944357;87
P;P;38;1000;0.819342014356;12
P;P;39;1000;0.926646865114;24
P;P;40;1000;3.40304478021;71
P;P;41;1000;0.944140776067;04
P;P;42;1000;0.987465496176;23
P;P;43;1000;1.17848734117;64
P;P;44;1000;1.28526084354;71
P;P;45;1000;1.71754238075;64
P;P;46;1000;0.925928448505;34
P;P;47;1000;1.43005957726;69
P;P;48;1000;1.14008097582;71
P;P;49;1000;2.88577035953;64
P;P;50;1000;0.715144548687;64
P;P;0;1000;3.20250764717;28
P;P;1;1000;0.944214483745;79
P;P;2;1000;1.18159939131;96
P;P;3;1000;1.12738879354;28
P;P;4;1000;1.29749351909;91
P;P;5;1000;1.57130261527;96
P;P;6;1000;1.36154642441;28
P;P;7;1000;1.63322452898;82
P;P;8;1000;1.06713416617;91
P;P;9;1000;0.980948431216;96
P;P;10;1000;3.50577788891;61
P;P;11;1000;0.943358448369;28
P;P;12;1000;0.947564451067;91
P;P;13;1000;2.78895112574;27
P;P;14;1000;7.73846603126;61
P;P;15;1000;1.10145721946;82
P;P;16;1000;2.87087441098;38
P;P;17;1000;8.84804229141;83
P;P;18;1000;3.03398950272;62
P;P;19;1000;0.89892064902;82
P;P;20;1000;1.33837748874;27
P;P;21;1000;4.2301177037;38
P;P;22;1000;5.03588584267;61
P;P;23;1000;11.6101269685;83
P;P;24;1000;1.08745369362;38
P;P;25;1000;0.997264885335;27
P;P;26;1000;2.22737325895;62
P;P;27;1000;1.6510729832;89
P;P;28;1000;1.18790466332;61
P;P;29;1000;1.33994634268;62
P;P;30;1000;1.8260316859;38
P;P;31;1000;4.23814530956;89
P;P;32;1000;1.28408012118;62
P;P;33;1000;6.08009785394;83
P;P;34;1000;0.889583565613;44
P;P;35;1000;1.96293530099;38
P;P;36;1000;27.6147887459;83
P;P;37;1000;1.34252144637;61
P;P;38;1000;1.10406357894;62
P;P;39;1000;1.10449509541;89
P;P;40;1000;1.40650577556;83
P;P;41;1000;1.48582596684;38
P;P;42;1000;1.98702884816;01
P;P;43;1000;3.79504180578;62
P;P;44;1000;1.34810643575;83
P;P;45;1000;0.867480125751;01
P;P;46;1000;5.26276040853;38
P;P;47;1000;0.903349640768;62
P;P;48;1000;1.03981987336;61
P;P;49;1000;1.48876261136;83
P;P;50;1000;1.36006434027;38
P;P;51;1000;1.24879327002;89
P;P;52;1000;7.04215239482;83
P;P;53;1000;0.836734693878;07
P;P;54;1000;0.901277895207;41
P;P;55;1000;4.25103902168;89
P;P;56;1000;3.66877542157;83
P;P;57;1000;3.17261311913;38
P;P;58;1000;0.92576377249;61
P;P;59;1000;0.826045681033;05
P;P;60;1000;1.47834463751;38
P;P;61;1000;13.8347305914;63
P;P;62;1000;1.23064718607;83
P;P;63;1000;1.02780552182;89
P;P;64;1000;1.98517775913;26
P;P;65;1000;12.9906018045;83
P;P;66;1000;2.38790484992;63
P;P;67;1000;1.30774308489;38
P;P;68;1000;0.897949853587;89
P;P;69;1000;1.05910049575;66
P;P;70;1000;6.16448614785;63
P;P;71;1000;1.36156555108;83
P;P;72;1000;1.54979909993;66
P;P;73;1000;0.900092974305;26
P;P;74;1000;4.25511207066;83
P;P;75;1000;1.10814502499;38
P;P;76;1000;0.864571004985;66
P;P;77;1000;0.973303358877;63
P;P;78;1000;1.71923112629;38
P;P;79;1000;1.10863905303;48
P;P;80;1000;1.13825601103;83
P;P;81;1000;1.26071245468;38
P;P;82;1000;1.4591274597;48
P;P;83;1000;2.14499839756;68
P;P;84;1000;1.86985883114;38
P;P;85;1000;2.71405619417;48
P;P;86;1000;4.33462586123;68
P;P;87;1000;1.8286832963;18
P;P;88;1000;1.64794040688;77
P;P;89;1000;1.02582241208;38
P;P;90;1000;1.92264472479;83
